,numero_uai,appellation_officielle,denomination_principale,patronyme_uai,secteur_public_prive_libe,adresse_uai,lieu_dit_uai,boite_postale_uai,code_postal_uai,localite_acheminement_uai,libelle_commune,coordonnee_x,coordonnee_y,epsg,latitude,longitude,appariement,localisation,nature_uai,nature_uai_libe,etat_etablissement,etat_etablissement_libe,code_departement,code_region,code_academie,code_commune,libelle_departement,libelle_region,libelle_academie,position,secteur_prive_code_type_contrat,secteur_prive_libelle_type_contrat,code_ministere,libelle_ministere,date_ouverture
30567,0754867H,E.E.PU HOPITAL ST LOUIS 5 rue Hôpital Saint-Louis,ECOLE ELEMENTAIRE PUBLIQUE,HOPITAL ST LOUIS,Public,5 rue Hôpital Saint-Louis,,,75010,PARIS,Paris 10e  Arrondissement,653462.6,6864057.1,EPSG:2154,48.87485467618254,2.3655194714305328,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75110,Paris,Ile-de-France,Paris,"48.8748546762,2.36551947143",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1998-09-01
30568,0754874R,Section d'enseignement professionnel du Lycée polyvalent Jacques Monod,SECTION ENSEIGNT PROFESSIONNEL,LPO JACQUES MONOD,Public,44 rue des Jeuneurs,,,75002,PARIS,Paris  2e  Arrondissement,651845.1,6863512.7,EPSG:2154,48.86984009945419,2.343529541254,Parfaite,Numéro de rue,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,1.0,OUVERT,75,11,1,75102,Paris,Ile-de-France,Paris,"48.8698400995,2.34352954125",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1994-09-01
30569,0754888F,Section d'enseignement professionnel du Lycée polyvalent Léonard de Vinci,SECTION ENSEIGNT PROFESSIONNEL,LPO LEONARD DE VINCI,Public,20 rue Bourseul,,,75015,PARIS,Paris 15e  Arrondissement,648781.1,6860040.8,EPSG:2154,48.83838135641114,2.3021800162712136,Parfaite,Numéro de rue,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.8383813564,2.30218001627",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1994-09-01
30570,0754889G,Section d'enseignement professionnel du Lycée polyvalent D'Alembert,SECTION ENSEIGNT PROFESSIONNEL,LPO D'ALEMBERT,Public,22 sente des Dorées,,,75019,PARIS,Paris 19e  Arrondissement,655522.6,6865529.8,EPSG:2154,48.888243846725814,2.39344969202498,Parfaite,Numéro de rue,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8882438467,2.39344969202",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1994-09-01
30571,0754891J,Section d'enseignement professionnel du Lycée polyvalent Martin Nadaud,SECTION ENSEIGNT PROFESSIONNEL,LPO MARTIN NADAUD,Public,23 rue de la Bidassoa,,,75020,PARIS,Paris 20e  Arrondissement,655512.6,6863078.0,EPSG:2154,48.86619466756733,2.393570106245308,Parfaite,Numéro de rue,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,1.0,OUVERT,75,11,1,75120,Paris,Ile-de-France,Paris,"48.8661946676,2.39357010625",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,1994-09-01
30572,0754985L,E.M.PU BELLEVILLE L 345 rue de Belleville,ECOLE MATERNELLE PUBLIQUE,BELLEVILLE L,Public,345 rue de Belleville,,,75019,PARIS,Paris 19e  Arrondissement,656414.4,6864273.1,EPSG:2154,48.87700365428844,2.405739920653145,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75119,Paris,Ile-de-France,Paris,"48.8770036543,2.40573992065",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2001-09-01
30573,0755030K,Collège Daniel Mayer,COLLEGE,DANIEL MAYER,Public,2 place Hebert,,,75018,PARIS,Paris 18e  Arrondissement,653358.0,6866093.0,EPSG:2154,48.893155335505526,2.3638698313731696,Parfaite,Numéro de rue,340,COLLEGE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8931553355,2.36386983137",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2002-09-01
30574,0755063W,E.P.PU CONVENTION 78 rue de la Convention,ECOLE PRIMAIRE PUBLIQUE,CONVENTION,Public,78 rue de la Convention,,,75015,PARIS,Paris 15e  Arrondissement,647504.4,6860501.5,EPSG:2154,48.84242168611426,2.284729999051607,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.8424216861,2.28472999905",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2003-09-01
30575,0755102N,E.P.PU SIMPLON 14 rue du Simplon,ECOLE PRIMAIRE PUBLIQUE,SIMPLON,Public,14 rue du Simplon,,,75018,PARIS,Paris 18e  Arrondissement,652437.6,6866156.5,EPSG:2154,48.89365902781325,2.351310336543025,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8936590278,2.35131033654",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2004-09-01
30576,0755358S,E.M.PR LES PETITS DRAGONS 29 rue Truffaut,ECOLE MATERNELLE PRIVEE,LES PETITS DRAGONS,Privé,29 rue Truffaut,,,75017,PARIS,Paris 17e  Arrondissement,650262.6,6865278.4,EPSG:2154,48.88559826096678,2.321750441841273,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75117,Paris,Ile-de-France,Paris,"48.885598261,2.32175044184",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2008-09-01
30577,0755551B,E.P.PR ECOLE DU CERENE 25 rue Dargono,ECOLE PRIMAIRE PRIVEE,ECOLE DU CERENE,Privé,25 rue Dargono,,,75012,PARIS,Paris 12e  Arrondissement,654705.6,6866173.7,EPSG:2154,48.89397726030462,2.3822397962404978,Moyenne,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75112,Paris,Ile-de-France,Paris,"48.8939772603,2.38223979624",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2010-09-01
30578,0755564R,E.P.PR ECOLE GALILEE 43 rue François Gérard,ECOLE PRIMAIRE PRIVEE,ECOLE GALILEE,Privé,43 rue François Gérard,,,75016,PARIS,Paris 16e  Arrondissement,646497.8,6861178.5,EPSG:2154,48.84842710313388,2.270930344405105,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75116,Paris,Ile-de-France,Paris,"48.8484271031,2.27093034441",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2010-09-01
30579,0755684W,E.M.PR MONTESSORI INTER JARDIN DU LUX 247 rue Saint-Jacques,ECOLE MATERNELLE PRIVEE,MONTESSORI INTER JARDIN DU LUX,Privé,247 rue Saint-Jacques,,,75005,PARIS,Paris  5e  Arrondissement,651666.5,6860479.5,EPSG:2154,48.84254945939432,2.3414397521520423,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75105,Paris,Ile-de-France,Paris,"48.8425494594,2.34143975215",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2012-09-01
30580,0755808F,E.P.PU LOUISE BOURGEOIS 19 rue Louise Bourgeois,ECOLE PRIMAIRE PUBLIQUE,LOUISE BOURGEOIS,Public,19 rue Louise Bourgeois,,,75013,PARIS,Paris 13e  Arrondissement,654386.2,6858666.7,EPSG:2154,48.82644500526195,2.3786893531463256,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75113,Paris,Ile-de-France,Paris,"48.8264450053,2.37868935315",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2015-09-01
30581,0755809G,E.P.PU CESBRON 1 rue Cesbron,ECOLE PRIMAIRE PUBLIQUE,CESBRON,Public,1 rue Cesbron,,,75017,PARIS,Paris 17e  Arrondissement,649719.5,6866158.5,EPSG:2154,48.893470469395936,2.3142405423013037,Correcte,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75117,Paris,Ile-de-France,Paris,"48.8934704694,2.3142405423",99.0,SANS OBJET,6,MINISTERE DE L'EDUCATION NATIONALE,2015-09-01
30582,0755830E,E.E.PR JEAN PAUL II 81 avenue de Breteuil,ECOLE ELEMENTAIRE PRIVEE,JEAN PAUL II,Privé,81 avenue de Breteuil,,,75015,PARIS,Paris 15e  Arrondissement,649504.6,6860854.3,EPSG:2154,48.84575424471768,2.311940096069139,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1.0,OUVERT,75,11,1,75115,Paris,Ile-de-France,Paris,"48.8457542447,2.31194009607",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2015-09-01
30583,0755843U,Section d'enseignement professionnel privé Saint-Jean de Montmartre,SEP DU LYCEE POLYVALENT PRIVE,SAINT JEAN DE MONTMARTRE,Privé,31 rue CAULAINCOURT,,,75018,PARIS,Paris 18e  Arrondissement,651146.4,6865561.0,EPSG:2154,48.8882072436377,2.3337693870829583,Parfaite,Numéro de rue,334,SECTION D ENSEIGNEMENT PROFESSIONNEL,1.0,OUVERT,75,11,1,75118,Paris,Ile-de-France,Paris,"48.8882072436,2.33376938708",30.0,CONTRAT D'ASSOCIATION TOUTES CLASSES,6,MINISTERE DE L'EDUCATION NATIONALE,2016-09-01
30584,0755852D,E.M.PR DOUCES MATERNELLES BASTILLE 21 rue du Petit Musc,ECOLE MATERNELLE PRIVEE,DOUCES MATERNELLES BASTILLE,Privé,21 rue du Petit Musc,,,75004,PARIS,Paris  4e  Arrondissement,653336.4,6861586.3,EPSG:2154,48.852625987728565,2.364070252507149,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1.0,OUVERT,75,11,1,75104,Paris,Ile-de-France,Paris,"48.8526259877,2.36407025251",10.0,HORS CONTRAT,6,MINISTERE DE L'EDUCATION NATIONALE,2016-03-29
